28	новые	новый	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	_	_	_	@iau1978m-words#@iau1978m#65.844#66.066
29	да	да	PART	_	_	_	_	_	@iau1978m-words#@iau1978m#67.683#67.921
30	/	/	PUNCT	_	_	_	_	_	@iau1978m-words#@iau1978m#67.921#68.159
31	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iau1978m-words#@iau1978m#68.159#68.397
32	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@iau1978m-words#@iau1978m#68.397#68.635
33	уже	уже	ADV	_	Degree=Pos	_	_	_	@iau1978m-words#@iau1978m#68.635#68.873
34	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#68.873#69.111
35	говорили	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iau1978m-words#@iau1978m#69.111#69.349
36	и...	и...	PROPN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#69.349#69.59
37	ну	ну	PART	_	_	_	_	_	@iau1978m-words#@iau1978m#70.141#70.424
38	что	что	PRON	_	Case=Nom	_	_	_	@iau1978m-words#@iau1978m#70.424#70.707
39	же	же	PART	_	_	_	_	_	@iau1978m-words#@iau1978m#70.707#70.99
40	чувство	чувство	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#71.92#72.188
41	юмора	юмор	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#72.188#72.456
42	появилось	появиться	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@iau1978m-words#@iau1978m#72.456#72.724
43	?	?	PUNCT	_	_	_	_	_	@iau1978m-words#@iau1978m#72.724#72.992
44	про	про	ADP	_	_	_	_	_	@iau1978m-words#@iau1978m#72.992#73.26
45	спектакли	спектакль	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@iau1978m-words#@iau1978m#73.26#73.528
46	про	про	ADP	_	_	_	_	_	@iau1978m-words#@iau1978m#73.528#73.796
47	фильмы	фильм	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@iau1978m-words#@iau1978m#73.796#74.064
48	будем	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iau1978m-words#@iau1978m#74.064#74.332
49	говорить	говорить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@iau1978m-words#@iau1978m#74.332#74.6
50	с	с	ADP	_	_	_	_	_	@iau1978m-words#@iau1978m#74.6#74.868
51	вами	вы	PRON	_	Case=Ins|Number=Plur|Person=2	_	_	_	@iau1978m-words#@iau1978m#74.868#75.136
52	Андрей	Андрей	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#75.136#75.404
53	Сергеевич	Сергеевич	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#75.404#75.672
54	?	?	PUNCT	_	_	_	_	_	@iau1978m-words#@iau1978m#75.672#75.94
55	очень	очень	ADV	_	Degree=Pos	_	_	_	@iau1978m-words#@iau1978m#79.693#79.975
56	много	много	ADV	_	Degree=Pos	_	_	_	@iau1978m-words#@iau1978m#79.975#80.257
57	шуток	шутка	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@iau1978m-words#@iau1978m#80.257#80.54
58	очень	очень	ADV	_	Degree=Pos	_	_	_	@iau1978m-words#@iau1978m#81.516#81.824
59	серьезно	серьезно	ADV	_	Degree=Pos	_	_	_	@iau1978m-words#@iau1978m#81.824#82.132
60	поговорим	говорить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@iau1978m-words#@iau1978m#82.132#82.44
61	с	с	ADP	_	_	_	_	_	@iau1978m-words#@iau1978m#82.44#82.748
62	вами	вы	PRON	_	Case=Ins|Number=Plur|Person=2	_	_	_	@iau1978m-words#@iau1978m#82.748#83.056
63	да	да	CCONJ	_	_	_	_	_	@iau1978m-words#@iau1978m#86.752#87.001
64	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@iau1978m-words#@iau1978m#87.001#87.25
65	одеты	одеть	VERB	_	Aspect=Perf|Number=Plur|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@iau1978m-words#@iau1978m#87.25#87.499
66	сегодня	сегодня	ADV	_	Degree=Pos	_	_	_	@iau1978m-words#@iau1978m#87.499#87.748
67	просто	просто	PART	_	_	_	_	_	@iau1978m-words#@iau1978m#87.748#87.997
68	как	как	SCONJ	_	_	_	_	_	@iau1978m-words#@iau1978m#87.997#88.246
69	чёрти	чёрть	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@iau1978m-words#@iau1978m#88.246#88.495
70	кто	кто	PRON	_	Case=Nom	_	_	_	@iau1978m-words#@iau1978m#88.495#88.75
71	на	на	ADP	_	_	_	_	_	@iau1978m-words#@iau1978m#90.17#90.342
72	вас	вы	PRON	_	Case=Gen|Number=Plur|Person=2	_	_	_	@iau1978m-words#@iau1978m#90.342#90.515
73	ааа	аа	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#94.07#95.213
74	не	не	PART	_	_	_	_	_	@iau1978m-words#@iau1978m#96.3#96.597
75	н	н	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#96.597#96.894
76	ну	ну	PART	_	_	_	_	_	@iau1978m-words#@iau1978m#96.894#97.192
77	у	у	ADP	_	_	_	_	_	@iau1978m-words#@iau1978m#98.3#98.582
78	#усмешка#	#усмешка#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#98.582#98.864
79	у	у	ADP	_	_	_	_	_	@iau1978m-words#@iau1978m#98.864#99.146
80	вас	вы	PRON	_	Case=Gen|Number=Plur|Person=2	_	_	_	@iau1978m-words#@iau1978m#99.146#99.428
81	и	и	CCONJ	_	_	_	_	_	@iau1978m-words#@iau1978m#99.428#99.71
82	жизнь	жизнь	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#99.71#99.992
83	получше	хороший	ADV	_	Degree=Cmp	_	_	_	@iau1978m-words#@iau1978m#99.992#100.274
84	Андрей	Андрей	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#100.274#100.556
85	Сергеевич	Сергеевич	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#100.556#100.838
86	/	/	PUNCT	_	_	_	_	_	@iau1978m-words#@iau1978m#100.838#101.12
87	как	как	SCONJ	_	_	_	_	_	@iau1978m-words#@iau1978m#101.12#101.402
88	говорится	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass	_	_	_	@iau1978m-words#@iau1978m#101.402#101.684
89	,	,	PUNCT	_	_	_	_	_	@iau1978m-words#@iau1978m#101.684#101.966
90	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iau1978m-words#@iau1978m#101.966#102.254
91	ну	ну	PART	_	_	_	_	_	@iau1978m-words#@iau1978m#104.051#104.237
92	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@iau1978m-words#@iau1978m#104.237#104.423
93	кстати	кстати	ADV	_	Degree=Pos	_	_	_	@iau1978m-words#@iau1978m#104.423#104.609
94	давно	давно	ADV	_	Degree=Pos	_	_	_	@iau1978m-words#@iau1978m#104.609#104.795
95	вас	вы	PRON	_	Case=Acc|Number=Plur|Person=2	_	_	_	@iau1978m-words#@iau1978m#104.795#104.981
96	в	в	ADP	_	_	_	_	_	@iau1978m-words#@iau1978m#104.981#105.167
97	галстуке	галстук	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#105.167#105.353
98	не	не	PART	_	_	_	_	_	@iau1978m-words#@iau1978m#105.353#105.539
99	видел	видеть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iau1978m-words#@iau1978m#105.539#105.725
100	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@iau1978m-words#@iau1978m#105.725#105.911
101	вот	вот	PART	_	_	_	_	_	@iau1978m-words#@iau1978m#105.911#106.097
102	сейчас	сейчас	ADV	_	Degree=Pos	_	_	_	@iau1978m-words#@iau1978m#106.097#106.283
103	понял	понять	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iau1978m-words#@iau1978m#106.283#106.469
104	/	/	PUNCT	_	_	_	_	_	@iau1978m-words#@iau1978m#106.469#106.655
105	давно	давно	ADV	_	Degree=Pos	_	_	_	@iau1978m-words#@iau1978m#106.655#106.841
106	/	/	PUNCT	_	_	_	_	_	@iau1978m-words#@iau1978m#106.841#107.027
107	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@iau1978m-words#@iau1978m#107.027#107.213
108	галстуки	галстук	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@iau1978m-words#@iau1978m#107.213#107.399
109	не	не	PART	_	_	_	_	_	@iau1978m-words#@iau1978m#107.399#107.585
110	часто	часто	ADV	_	Degree=Pos	_	_	_	@iau1978m-words#@iau1978m#107.585#107.771
111	носите	носить	VERB	_	Aspect=Perf|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@iau1978m-words#@iau1978m#107.771#107.958
112	а	а	CCONJ	_	_	_	_	_	@iau1978m-words#@iau1978m#108.938#109.13
113	сколько	сколько	NUM	_	_	_	_	_	@iau1978m-words#@iau1978m#109.13#109.322
114	у	у	ADP	_	_	_	_	_	@iau1978m-words#@iau1978m#109.322#109.514
115	вас	вы	PRON	_	Case=Gen|Number=Plur|Person=2	_	_	_	@iau1978m-words#@iau1978m#109.514#109.706
116	галстуков	галстук	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@iau1978m-words#@iau1978m#109.706#109.898
117	?	?	PUNCT	_	_	_	_	_	@iau1978m-words#@iau1978m#109.898#110.094
118	а	а	CCONJ	_	_	_	_	_	@iau1978m-words#@iau1978m#113.51#113.76
119	с	с	ADP	_	_	_	_	_	@iau1978m-words#@iau1978m#113.76#114.01
120	/	/	PUNCT	_	_	_	_	_	@iau1978m-words#@iau1978m#114.01#114.26
121	сколько	сколько	NUM	_	_	_	_	_	@iau1978m-words#@iau1978m#114.26#114.51
122	у	у	ADP	_	_	_	_	_	@iau1978m-words#@iau1978m#114.51#114.76
123	вас	вы	PRON	_	Case=Gen|Number=Plur|Person=2	_	_	_	@iau1978m-words#@iau1978m#114.76#115.01
124	денег	деньги	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@iau1978m-words#@iau1978m#115.01#115.26
125	?	?	PUNCT	_	_	_	_	_	@iau1978m-words#@iau1978m#115.26#115.51
126	вдруг	вдруг	ADV	_	Degree=Pos	_	_	_	@iau1978m-words#@iau1978m#115.51#115.76
127	рот	рот	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#115.76#116.01
128	спросил	спросить	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iau1978m-words#@iau1978m#116.01#116.26
129	,	,	PUNCT	_	_	_	_	_	@iau1978m-words#@iau1978m#116.26#116.51
130	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#116.51#116.76
131	/	/	PUNCT	_	_	_	_	_	@iau1978m-words#@iau1978m#116.76#117.01
132	и	и	CCONJ	_	_	_	_	_	@iau1978m-words#@iau1978m#117.01#117.26
133	обратно	обратно	ADV	_	Degree=Pos	_	_	_	@iau1978m-words#@iau1978m#117.26#117.51
134	вопрос	вопрос	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#117.51#117.76
135	залетел	лететь	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iau1978m-words#@iau1978m#117.76#118.018
136	все	все	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#118.24#118.513
137	просто	просто	PART	_	_	_	_	_	@iau1978m-words#@iau1978m#118.887#119.21
138	ну	ну	PART	_	_	_	_	_	@iau1978m-words#@iau1978m#119.403#119.615
139	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@iau1978m-words#@iau1978m#119.615#119.827
140	думаю	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iau1978m-words#@iau1978m#119.827#120.039
141	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iau1978m-words#@iau1978m#120.039#120.251
142	быть	быть	AUX	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@iau1978m-words#@iau1978m#120.251#120.463
143	у	у	ADP	_	_	_	_	_	@iau1978m-words#@iau1978m#120.463#120.675
144	вас	вы	PRON	_	Case=Gen|Number=Plur|Person=2	_	_	_	@iau1978m-words#@iau1978m#120.675#120.887
145	их	они	PRON	_	Case=Acc|Number=Plur|Person=3	_	_	_	@iau1978m-words#@iau1978m#120.887#121.099
146	столько	столько	ADV	_	Degree=Pos	_	_	_	@iau1978m-words#@iau1978m#121.099#121.311
147	же	же	PART	_	_	_	_	_	@iau1978m-words#@iau1978m#121.311#121.523
148	сколько	сколько	NUM	_	_	_	_	_	@iau1978m-words#@iau1978m#121.523#121.735
149	галстуков	галстук	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@iau1978m-words#@iau1978m#121.735#121.947
150	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@iau1978m-words#@iau1978m#121.947#122.159
151	не	не	PART	_	_	_	_	_	@iau1978m-words#@iau1978m#122.159#122.371
152	считаете	считать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iau1978m-words#@iau1978m#122.371#122.583
153	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@iau1978m-words#@iau1978m#122.583#122.795
154	думаю	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iau1978m-words#@iau1978m#122.795#123.007
155	такое	такой	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#123.007#123.219
156	/	/	PUNCT	_	_	_	_	_	@iau1978m-words#@iau1978m#123.219#123.431
157	Андрей	Андрей	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#123.431#123.643
158	с	с	ADP	_	_	_	_	_	@iau1978m-words#@iau1978m#123.643#123.862
159	#смех#	#смех#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#124.304#124.976
160	Андрей	Андрей	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#124.976#125.648
161	Сергеевич	Сергеевич	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#125.648#126.321
162	да	да	PART	_	_	_	_	_	@iau1978m-words#@iau1978m#126.38#126.716
163	,	,	PUNCT	_	_	_	_	_	@iau1978m-words#@iau1978m#126.716#127.052
164	приходится	приходиться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@iau1978m-words#@iau1978m#127.052#127.388
165	/	/	PUNCT	_	_	_	_	_	@iau1978m-words#@iau1978m#127.388#127.724
166	приходится	приходиться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@iau1978m-words#@iau1978m#127.724#128.06
167	/	/	PUNCT	_	_	_	_	_	@iau1978m-words#@iau1978m#128.06#128.396
168	Андрей	Андрей	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#128.396#128.732
169	Сергеевич	Сергеевич	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#128.732#129.07
170	говорят	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@iau1978m-words#@iau1978m#129.48#129.76
171	что	что	PRON	_	Case=Acc	_	_	_	@iau1978m-words#@iau1978m#129.76#130.04
172	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@iau1978m-words#@iau1978m#130.04#130.32
173	/	/	PUNCT	_	_	_	_	_	@iau1978m-words#@iau1978m#130.32#130.6
174	эм	эм	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#130.6#130.88
175	/	/	PUNCT	_	_	_	_	_	@iau1978m-words#@iau1978m#130.88#131.16
176	активно	активно	ADV	_	Degree=Pos	_	_	_	@iau1978m-words#@iau1978m#131.16#131.44
177	стали	стать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iau1978m-words#@iau1978m#131.44#131.72
178	пользоваться	пользоваться	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Mid	_	_	_	@iau1978m-words#@iau1978m#131.72#132.0
179	соцсетями	соцсеть	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Plur	_	_	_	@iau1978m-words#@iau1978m#132.0#132.28
180	/	/	PUNCT	_	_	_	_	_	@iau1978m-words#@iau1978m#132.28#132.56
181	вдруг	вдруг	ADV	_	Degree=Pos	_	_	_	@iau1978m-words#@iau1978m#132.56#132.84
182	опа	оп	NOUN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#132.84#133.13
183	что	что	PRON	_	Case=Acc	_	_	_	@iau1978m-words#@iau1978m#133.99#134.258
184	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@iau1978m-words#@iau1978m#134.258#134.526
185	стали	стать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iau1978m-words#@iau1978m#134.526#134.794
186	вести	вести	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@iau1978m-words#@iau1978m#134.794#135.062
187	блоги	блог	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@iau1978m-words#@iau1978m#135.062#135.33
188	/	/	PUNCT	_	_	_	_	_	@iau1978m-words#@iau1978m#135.33#135.598
189	что	что	SCONJ	_	_	_	_	_	@iau1978m-words#@iau1978m#135.598#135.87
190	мхм	мх	ADJ	_	Case=Ins|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#140.567#140.767
191	мхм	мх	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#145.47#145.862
192	через	через	ADP	_	_	_	_	_	@iau1978m-words#@iau1978m#150.151#150.45
193	их	они	PRON	_	Case=Gen|Number=Plur|Person=3	_	_	_	@iau1978m-words#@iau1978m#150.45#150.75
194	много	много	ADV	_	Degree=Pos	_	_	_	@iau1978m-words#@iau1978m#166.642#166.791
195	?	?	PUNCT	_	_	_	_	_	@iau1978m-words#@iau1978m#166.791#166.94
196	много	много	ADV	_	Degree=Pos	_	_	_	@iau1978m-words#@iau1978m#167.915#168.41
197	а-а	а-	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#172.23#172.503
198	вот	вот	PART	_	_	_	_	_	@iau1978m-words#@iau1978m#172.503#172.776
199	в	в	ADP	_	_	_	_	_	@iau1978m-words#@iau1978m#172.776#173.049
200	интернет	интернет	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#173.049#173.322
201	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@iau1978m-words#@iau1978m#173.322#173.595
202	сразу	сразу	ADV	_	Degree=Pos	_	_	_	@iau1978m-words#@iau1978m#173.595#173.868
203	стали	стать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iau1978m-words#@iau1978m#173.868#174.141
204	выходить	выходить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@iau1978m-words#@iau1978m#174.141#174.414
205	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@iau1978m-words#@iau1978m#174.414#174.687
206	стали	стать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@iau1978m-words#@iau1978m#174.687#174.96
207	выкладывать	выкладывать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@iau1978m-words#@iau1978m#174.96#175.233
208	какие-то	какой-то	DET	_	Case=Acc|Number=Plur	_	_	_	@iau1978m-words#@iau1978m#175.233#175.506
209	посты	пост	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@iau1978m-words#@iau1978m#175.506#175.779
210	/	/	PUNCT	_	_	_	_	_	@iau1978m-words#@iau1978m#175.779#176.052
211	в	в	ADP	_	_	_	_	_	@iau1978m-words#@iau1978m#176.052#176.325
212	интернете	интернет	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#176.325#176.598
213	глупостей	глупость	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@iau1978m-words#@iau1978m#176.598#176.871
214	много	много	ADV	_	Degree=Pos	_	_	_	@iau1978m-words#@iau1978m#176.871#177.144
215	?	?	PUNCT	_	_	_	_	_	@iau1978m-words#@iau1978m#177.144#177.42
216	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@iau1978m-words#@iau1978m#183.81#183.998
217	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@iau1978m-words#@iau1978m#183.998#184.186
218	про	про	ADP	_	_	_	_	_	@iau1978m-words#@iau1978m#184.186#184.374
